"authors","year","title","venue"
"0","2001","Answering XML Queries on Heterogeneous Data Sources","VLDB"
"0","2002","Business Data Management for B2B Electronic Commerce","SIGMOD Record"
"0","2001","LoPiX: A System for XML Data Integration and Manipulation","VLDB"
"0","2001","I/O reference behavior of production database workloads and the TPC benchmarks - an analysis at the logical level","ACM Trans. Database Syst."
"0","2001","Weaving Relations for Cache Performance","VLDB"
"0","2002","Efficient Algorithms for Processing XPath Queries","VLDB"
"0","1994","XSB as an Efficient Deductive Database Engine","SIGMOD Conference"
"0","1999","Agent-Based Semantic Interoperability in InfoSleuth","SIGMOD Record"
"0","2002","The XML Typechecking Problem","SIGMOD Record"
"0","1999","Data Integration and Warehousing in Telecom Italia","SIGMOD Conference"
"0","2002","A compact B-tree","SIGMOD Conference"
"0","1997","Partitioned Garbage Collection of Large Object Store","SIGMOD Conference"
"0","1995","Addendum to Automatic Generation of Production Rules for Integrity Maintenance","ACM Trans. Database Syst."
"0","1995","Information Systems Research at RWTH Aachen","SIGMOD Record"
"0","2001","Orthogonal Optimization of Subqueries and Aggregation","SIGMOD Conference"
"0","2003","Lineage tracing for general data warehouse transformations","VLDB J."
"0","1998","Design and Implementation of RMP - A Virtual Electronic Market Place","SIGMOD Record"
"0","1994","Modelling and Querying Video Data","VLDB"
"0","1996","The XPS Approach to Loading and Unloading Terabyte Databases","VLDB"
"0","1995","Dynamic Multi-Resource Load Balancing in Parallel Database Systems","VLDB"
"0","1999","Update Propagation Protocols For Replicated Databases","SIGMOD Conference"
"0","2002","Cost models for overlapping and multiversion structures","ACM Trans. Database Syst."
"0","2001","Data Mining-based Intrusion Detectors: An Overview of the Columbia IDS Project","SIGMOD Record"
"0","2000","MOCHA: A Self-Extensible Database Middleware System for Distributed Data Sources","SIGMOD Conference"
"0","1997","ProbView: A Flexible Probabilistic Database System","ACM Trans. Database Syst."
"0","2002","Proxy-based acceleration of dynamically generated content on the world wide web: an approach and implementation","SIGMOD Conference"
"0","1995","The Oracle Warehouse","VLDB"
"0","2003","Standards for databases on the grid","SIGMOD Record"
"0","2000","Evolution of Groupware for Business Applications: A Database Perspective on Lotus Domino/Notes","VLDB"
"0","2003","Index-driven similarity search in metric spaces","ACM Trans. Database Syst."
"0","1998","Discovering Internet Marketing Intelligence through Online Analytical Web Usage Mining","SIGMOD Record"
"0","1998","Low-Cost Compensation-Based Query Processing","VLDB"
"0","2003","Editor's Notes","SIGMOD Record"
"0","2003","Visionary: A Next Generation Visualization System for Databases","SIGMOD Conference"
"0","2003","BHUNT: Automatic Discovery of Fuzzy Algebraic Constraints in Relational Data","VLDB"
"0","1995","Efficient Search of Multi-Dimensional B-Trees","VLDB"
"0","1996","Practical Issues with Commercial Use of Federated Databases","VLDB"
"0","1995","Parallelism and its Price: A Case Study of NonStop SQL/MP","SIGMOD Record"
"0","1999","In Cyber Space No One can Hear You Scream","VLDB"
"0","2000","Cache Invalidation Scheme for Mobile Computing Systems with Real-time Data","SIGMOD Record"
"0","2000","Semantic Access: Semantic Interface for Querying Databases","VLDB"
"0","1999","Database Design for Incomplete Relations","ACM Trans. Database Syst."
"0","2002","Data streams: fresh current or stagnant backwater? (panel)","SIGMOD Conference"
"0","2002","Hippocratic Databases","VLDB"
"0","2000","A new approach to developing and implementing eager database replication protocols","ACM Trans. Database Syst."
"0","1996","Intra-Transaction Parallelism in the Mapping of an Object Model to a Relational Multi-Processor System","VLDB"
"0","2001","Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches","VLDB J."
"0","2002","The Role of B2B Engines in B2B Integration Architectures","SIGMOD Record"
"0","1997","Management of Data and Services in the Environmental Information System (UIS) of Baden-W�rttemberg","SIGMOD Record"
"0","1999","Merge Replication in Microsoft's SQL Server 7.0","SIGMOD Conference"
"0","2002","QURSED: querying and reporting semistructured data","SIGMOD Conference"
"0","2003","On the Costs of Multilingualism in Database Systems","VLDB"
"0","1997","Wrapper Generation for Semi-structured Internet Sources","SIGMOD Record"
"0","2001","Time Series Similarity Measures and Time Series Indexing","SIGMOD Conference"
"0","2000","Chair's Message","SIGMOD Record"
"0","1996","DBMiner: Interactive Mining of Multiple-Level Knowledge in Relational Databases","SIGMOD Conference"
"0","2000","Answering Complex SQL Queries Using Automatic Summary Tables","SIGMOD Conference"
"0","1995","Efficient Incremental Garbage Collection for Client-Server Object Database Systems","VLDB"
"0","1998","User-oriented smart-cache for the Web: What You Seek is What You Get!","SIGMOD Conference"
"0","2002","Maintaining Data Privacy in Association Rule Mining","VLDB"
"0","2003","Merging Models Based on Given Correspondences","VLDB"
"0","2003","Review of Spatial databases with application to GIS by Philippe Rigaux, Michel Scholl, and Agnes Voisard. Morgan Kaufmann 2002","SIGMOD Record"
"0","2000","An Approximate Search Engine for Structural Databases","SIGMOD Conference"
"0","2001","Answering queries using views: A survey","VLDB J."
"0","1997","SEMCOG: An Object-based Image Retrieval System and Its Visual Query Interface","SIGMOD Conference"
"0","2003","Finding Hierarchical Heavy Hitters in Data Streams","VLDB"
"0","1996","Tribeca: A Stream Database Manager for Network Traffic Analysis","VLDB"
"0","1996","A Complete Temporal Relational Algebra","VLDB J."
"0","2002","Data Modelling versus Ontology Engineering","SIGMOD Record"
"0","1996","Implementing Deductive Databases by Mixed Integer Programming","ACM Trans. Database Syst."
"0","1997","Evaluation of Main Memory Join Algorithms for Joins with Set Comparison Join Predicates","VLDB"
"0","2003","On Relational Support for XML Publishing: Beyond Sorting and Tagging","SIGMOD Conference"
"0","1994","Spatial Joins Using Seeded Trees","SIGMOD Conference"
"0","2002","XBase: making your gigabyte disk queriable","SIGMOD Conference"
"0","2003","POESIA: An ontological workflow approach for composing Web services in agriculture","VLDB J."
"0","1994","Database Graph Views: A Practical Model to Manage Persistent Graphs","VLDB"
"0","1995","Accessing a Relational Database through an Object-Oriented Database Interface","VLDB"
"0","2001","Research in Multi-Organizational Processes and Semantic Information Brokering at the LSDIS Lab","SIGMOD Record"
"0","2003","The sensor spectrum: technology, trends, and requirements","SIGMOD Record"
"0","2001","Visual Web Information Extraction with Lixto","VLDB"
"0","1994","On Completeness of Historical Relational Query Languages","ACM Trans. Database Syst."
"0","1994","The GMAP: A Versatile Tool for Physical Data Independence","VLDB"
"0","2001","Describing Semistructured Data","SIGMOD Record"
"0","1999","Towards Adaptive Workflow Systems, CSCW-98 Workshop Report","SIGMOD Record"
"0","1998","On Periodic Resource scheduling for Continuous-Media Databases","VLDB J."
"0","2002","Querying Multiple Bioinformatics Data Sources: Can Semantic Web Research Help?","SIGMOD Record"
"0","2003","Locking Protocols for Materialized Aggregate Join Views","VLDB"
"0","1996","CapBasED-AMS: A Capability-based and Event-driven Activity Management System","SIGMOD Conference"
"0","1998","Issues in Developing Very Large Data Warehouses","VLDB"
"0","2000","Efficient Algorithms for Mining Outliers from Large Data Sets","SIGMOD Conference"
"0","1997","Maintenance of Data Cubes and Summary Tables in a Warehouse","SIGMOD Conference"
"0","1995","Historical Queries Along Multiple Lines of Time Evolution","VLDB J."
"0","1994","The Impact of Database Research on Industrial Products (Panel Summary)","SIGMOD Record"
"0","2003","XQuery: A Query Language for XML","SIGMOD Conference"
"0","1995","The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response","VLDB"
"0","2003","Efficient Processing of Joins on Set-valued Attributes","SIGMOD Conference"
"0","1996","Evaluating Queries with Generalized Path Expressions","SIGMOD Conference"
"0","1994","Towards an Infrastructure for Temporal Databases: Report of an Invitational ARPA/NSF Workshop","SIGMOD Record"
"0","2003","P-Grid: a self-organizing structured P2P system","SIGMOD Record"
"0","2002","The Cougar Approach to In-Network Query Processing in Sensor Networks","SIGMOD Record"
"0","2002","Automata Theory for XML Researchers","SIGMOD Record"
"0","1996","ACT-NET - The Active Database Management System Manifesto: A Rulebase of ADBMS Features","SIGMOD Record"
"0","2003","Issues in data stream management","SIGMOD Record"
"0","1994","TSQL2 Language Specification","SIGMOD Record"
"0","1997","MDM: a Multiple-Data-Model Tool for the Management of Heterogeneous Database Schemes","SIGMOD Conference"
"0","2001","Spatial Data Management for Computer Aided Design","SIGMOD Conference"
"0","2003","Estimating the Output Cardinality of Partial Preaggregation with a Measure of Clusteredness","VLDB"
"0","2003","Illuminating the Dark Side of Web Services","VLDB"
"0","1994","Cache Conscious Algorithms for Relational Query Processing","VLDB"
"0","2001","Proxy-Server Architectures for OLAP","SIGMOD Conference"
"0","1997","Logical Design for Temporal Databases with Multiple Granularities","ACM Trans. Database Syst."
"0","2002","LegoDB: Customizing Relational Storage for XML Documents","VLDB"
"0","2002","An XML query engine for network-bound data","VLDB J."
"0","1994","V-Trees - A Storage Method for Long Vector Data","VLDB"
"0","2001","Application Servers: Born-Again TP Monitors for the Web? (Panel Abstract)","SIGMOD Conference"
"0","1999","DBMSs on a Modern Processor: Where Does Time Go?","VLDB"
"0","1999","High-Performance Extensible Indexing","VLDB"
"0","1999","Message from Editor-in-Chief, ACM Transactions on Database Systems","SIGMOD Record"
"0","1997","Data Management for Earth System Science","SIGMOD Record"
"0","1997","DataGuides: Enabling Query Formulation and Optimization in Semistructured Databases","VLDB"
"0","1998","Approximate Medians and other Quantiles in One Pass and with Limited Memory","SIGMOD Conference"
"0","1997","On-Demand Data Elevation in Hierarchical Multimedia Storage Servers","VLDB"
"0","1994","RP*: A Family of Order Preserving Scalable Distributed Data Structures","VLDB"
"0","2000","Foreword by the VLDB '98 PC Chairmen: Best Papers of VLDB '98","VLDB J."
"0","2002","Going public: open-source databases and database research","SIGMOD Conference"
"0","1999","Chorochronos: A Research Network for Spatiotemporal Database Systems","SIGMOD Record"
"0","2003","QXtract: A Building Block for Efficient Information Extraction from Plain-Text Databases","SIGMOD Conference"
"0","1997","Information Systems Research at George Mason University","SIGMOD Record"
"0","2001","Answering queries with useful bindings","ACM Trans. Database Syst."
"0","1996","Heraclitus: Elevating Deltas to be First-Class Citizens in a Database Programming Language","ACM Trans. Database Syst."
"0","1996","Using Referential Integrity To Easily Define Consistent Subset Replicas","VLDB"
"0","1997","SENTINEL: An Object-Oriented DBMS With Event-Based Rules","SIGMOD Conference"
"0","1996","PESTO : An Integrated Query/Browser for Object Databases","VLDB"
"0","1997","Integrating Modelling Systems for Environmental Management Information Systems","SIGMOD Record"
"0","2002","TIMBER: A native XML database","VLDB J."
"0","1998","NoDoSE - A Tool for Semi-Automatically Extracting Semi-Structured Data from Text Documents","SIGMOD Conference"
"0","2001","Distinct Sampling for Highly-Accurate Answers to Distinct Values Queries and Event Reports","VLDB"
"0","1996","Report on First International Workshop on Real-Time Database Systems","SIGMOD Record"
"0","1996","Real-Time Index Concurrency Control","SIGMOD Record"
"0","1997","Efficiently Supporting Ad Hoc Queries in Large Datasets of Time Sequences","SIGMOD Conference"
"0","1999","Extending Practical Pre-Aggregation in On-Line Analytical Processing","VLDB"
"0","2003","Call for Book Reviews","SIGMOD Record"
"0","2003","CMVF: A Novel Dimension Reduction Scheme for Efficient Indexing in A Large Image Database","SIGMOD Conference"
"0","1998","Your Mediators Need Data Conversion!","SIGMOD Conference"
"0","2000","Generating Spatiotemporal Datasets on the WWW","SIGMOD Record"
"0","2001","Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based Approach","VLDB"
"0","1997","The COntext INterchange Mediator Prototype","SIGMOD Conference"
"0","1997","1-Safe Algorithms for Symmetric Site Configurations","VLDB"
"0","1996","A Framework for Information Visualisation","SIGMOD Record"
"0","2002","Introduction to Constraint Databases - Book Review","SIGMOD Record"
"0","1999","Broadcast Protocols to Support Efficient Retrieval from Databases by Mobile Users","ACM Trans. Database Syst."
"0","1998","Bitmap Index Design and Evaluation","SIGMOD Conference"
"0","2003","Book review column","SIGMOD Record"
"0","2003","Analysis of existing databases at the logical level: the DBA companion project","SIGMOD Record"
"0","1996","A Framework for Supporting Data Integration Using the Materialized and Virtual Approaches","SIGMOD Conference"
"0","2000","From Browsing to Interacting: DBMS Support for Responive Websites (Abstract)","SIGMOD Conference"
"0","1995","Enterprise Transaction Processing on Windows NT","SIGMOD Conference"
"0","1999","Semantic Integration of Semistructured and Structured Data Sources","SIGMOD Record"
"0","1997","Picture Programming Project","SIGMOD Conference"
"0","2000","AJAX: An Extensible Data Cleaning Tool","SIGMOD Conference"
"0","2002","Database tuning: principles, experiments, and troubleshooting techniques (part I)","SIGMOD Conference"
"0","2003","Tuple Routing Strategies for Distributed Eddies","VLDB"
"0","1999","Aqua: A Fast Decision Support Systems Using Approximate Query Answers","VLDB"
"0","2003","Systematic Development of Data Mining-Based Data Quality Tools","VLDB"
"0","2002","XL: a platform for web services","SIGMOD Conference"
"0","1996","Prospector: A Content-Based Multimedia Server for Massively Parallel Architectures","SIGMOD Conference"
"0","2002","Exploiting Versions for On-line Data Warehouse Maintenance in MOLAP Servers","VLDB"
"0","1994","Optimizing Disjunctive Queries with Expensive Predicates","SIGMOD Conference"
"0","1994","An Approach for Building Secure Database Federations","VLDB"
"0","2000","Guest Editorial: Databases and the Web","VLDB J."
"0","1996","Guidelines for Presentation and Comparison of Indexing Techniques","SIGMOD Record"
"0","2002","A Bandwidth Model for Internet Search","VLDB"
"0","2003","A System for Watermarking Relational Databases","SIGMOD Conference"
"0","2001","Mining Multi-Dimensional Constrained Gradients in Data Cubes","VLDB"
"0","2003","A Comprehensive XQuery to SQL Translation using Dynamic Interval Encoding","SIGMOD Conference"
"0","2001","Advanced XML Data Processing - Guest Editor's Introduction","SIGMOD Record"
"0","1996","An Asymptotically Optimal Multiversion B-Tree","VLDB J."
"0","2003","Interview with Rakesh Agrawal","SIGMOD Record"
"0","1997","Supporting Multiple View Maintenance Policies","SIGMOD Conference"
"0","1998","FlowBack: Providing Backward Recovery for Workflow Systems","SIGMOD Conference"
"0","1994","Towards Event-Driven Modelling for Database Design","VLDB"
"0","2000","Congressional Samples for Approximate Answering of Group-By Queries","SIGMOD Conference"
"0","1997","A Configrable Type Hierarchy Index for OODB","VLDB J."
"0","2000","Functional-Join Processing","VLDB J."
"0","1998","AutoAdmin 'What-if' Index Analysis Utility","SIGMOD Conference"
"0","2002","Efficient k-NN search on vertically decomposed data","SIGMOD Conference"
"0","1999","``Honey, I Shrunk the DBMS'': Footprint, Mobility, and Beyond (Panel)","SIGMOD Conference"
"0","1994","The Impact of Global Clustering on Spatial Database Systems","VLDB"
"0","1994","Access to Objects by Path Expressions and Rules","VLDB"
"0","2002","A Multi-version Cache Replacement and Prefetching Policy for Hybrid Data Delivery Environments","VLDB"
"0","1994","On Parallel Execution of Multiple Pipelined Hash Joins","SIGMOD Conference"
"0","2003","Preference formulas in relational queries","ACM Trans. Database Syst."
"0","2002","Supply Chain Infrastructures: System Integration and Information Sharing","SIGMOD Record"
"0","1997","Critical Database Technologies for High Energy Physics","VLDB"
"0","2000","Chair's Message","SIGMOD Record"
"0","2003","Composing XSL Transformations with XML Publishing Views","SIGMOD Conference"
"0","1995","Informix Online XPS","SIGMOD Conference"
"0","2003","Analysis of predictive spatio-temporal queries","ACM Trans. Database Syst."
"0","1994","Quickly Generating Billion-Record Synthetic Databases","SIGMOD Conference"
"0","2003","Projecting XML Documents","VLDB"
"0","1996","Sampling Large Databases for Association Rules","VLDB"
"0","1997","Adaptive, Fine-Grained Sharing in a Client-Server OODBMS: A Callback-Based Approach","ACM Trans. Database Syst."
"0","1995","A Performance Evaluation of OID Mapping Techniques","VLDB"
"0","2001","Jeffrey D. Ullman Speaks Out on the Future of Higher Education, Startups, Database Theory, and More","SIGMOD Record"
"0","1995","Political Winds Change Direction Again","SIGMOD Record"
"0","2000","Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System","VLDB"
"0","2000","Online dynamic reordering","VLDB J."
"0","1995","HyperFile: A Data and Query Model for Documents","VLDB J."
"0","1998","A Case for Intelligent Disks (IDISKs)","SIGMOD Record"
"0","2002","Learning table access cardinalities with LEO","SIGMOD Conference"
"0","1995","Implementing Deletion in B+-Trees","SIGMOD Record"
"0","1999","Implementation of Two Semantic Query Optimization Techniques in DB2 Universal Database","VLDB"
"0","1997","Multiple-View Self-Maintenance in Data Warehousing Environments","VLDB"
"0","1994","Oracle Media Server: Providing Consumer Based Interactive Access to Multimedia Data","SIGMOD Conference"
"0","2003","IrisNet: An Architecture for Internet-scale Sensing Services","VLDB"
"0","2000","A Framework for Expressing and Combining Preferences","SIGMOD Conference"
"0","1994","The MYRIAD Federated Database Prototype","SIGMOD Conference"
"0","1998","Xmas: An Extensible Main-Memory Storage System for High-Performance Applications","SIGMOD Conference"
"0","2002","Effective Change Detection Using Sampling","VLDB"
"0","1994","Qualified Answers That Reflect User Needs and Preferences","VLDB"
"0","2001","Constraints for Semi-structured Data and XML","SIGMOD Record"
"0","1995","Trade Press News","SIGMOD Record"
"0","1995","ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems","SIGMOD Record"
"0","2002","Querying and mining data streams: you only get one look a tutorial","SIGMOD Conference"
"0","2003","Book review column","SIGMOD Record"
"0","2001","Independence is Good: Dependency-Based Histogram Synopses for High-Dimensional Data","SIGMOD Conference"
"0","2002","XMark: A Benchmark for XML Data Management","VLDB"
"0","2003","Chair's Message","SIGMOD Record"
"0","1998","Approximate Similarity Retrieval with M-Trees","VLDB J."
"0","1999","Finding Intensional Knowledge of Distance-Based Outliers","VLDB"
"0","1997","Highly Concurrent Cache Consistency for Indices in Client-Server Database Systems","SIGMOD Conference"
"0","1994","A Taxonomy for Secure Object-Oriented Databases","ACM Trans. Database Syst."
"0","2000","XTRACT: A System for Extracting Document Type Descriptors from XML Documents","SIGMOD Conference"
"0","2003","ATLAS: A Small but Complete SQL Extension for Data Mining and Data Streams","VLDB"
"0","2001","Filtering Algorithms and Implementation for Very Fast Publish/Subscribe","SIGMOD Conference"
"0","1995","Towards an Effective Calculus for Object Query Languages","SIGMOD Conference"
"0","2003","XML schema","SIGMOD Record"
"0","2003","Fast and accurate text classification via multiple linear discriminant projections pp","VLDB J."
"0","1995","Document Management as a Database Problem","VLDB"
"0","1997","Fast Incremental Maintenance of Approximate Histograms","VLDB"
"0","2001","Minimization of Tree Pattern Queries","SIGMOD Conference"
"0","2001","Report on The fourth International Conference on Flexible Query Answering systems","SIGMOD Record"
"0","1999","A User-Centered Interface for Querying Distributed Multimedia Databases","SIGMOD Conference"
"0","1998","Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases","VLDB"
"0","1996","The Query Optimizer in Tandem's new ServerWare SQL Product","VLDB"
"0","2001","Self-similarity in the Web","VLDB"
"0","2003","Developments at ACM TODS","SIGMOD Record"
"0","2001","SIT-IN: a Real-Life Spatio-Temporal Information System","VLDB"
"0","1998","Conceptual Schema Analysis: Techniques and Applications","ACM Trans. Database Syst."
"0","1998","On the Discovery of Interesting Patterns in Association Rules","VLDB"
"0","1995","DB2 Common Server: Technology, Progress, & Directions","VLDB"
"0","2001","Models and Languages for Describing and Discovering E-Services","SIGMOD Conference"
"0","2002","Distributed query evaluation on semistructured data","ACM Trans. Database Syst."
"0","1996","Database Management Systems and the Internet","VLDB"
"0","2001","Estimating the Selectivity of XML Path Expressions for Internet Scale Applications","VLDB"
"0","2002","Active XML: Peer-to-Peer Data and Web Services Integration","VLDB"
"0","2000","A 20/20 Vision of the VLDB-2020?","VLDB"
"0","2002","A Brief Survey of Web Data Extraction Tools","SIGMOD Record"
"0","1994","Editor's Notes","SIGMOD Record"
"0","1999","PM3: An Orthogonal Persistent Systems Programming Language - Design, Implementation, Performance","VLDB"
"0","1996","Query Execution Techniques for Caching Expensive Methods","SIGMOD Conference"
"0","2001","Online Query Processing","SIGMOD Conference"
"0","1997","Lessons from Wall Street: Case Studies in Configuration, Tuning, and Distribution (Tutorial)","SIGMOD Conference"
"0","1995","Declarative Updates of Relational Databases","ACM Trans. Database Syst."
"0","2002","A Case for Fractured Mirrors","VLDB"
"0","1994","Providing Dynamic Security Control in a Federated Database","VLDB"
"0","2001","Semantic Web Workshop: Models, Architectures and Management","SIGMOD Record"
"0","1994","Persistent Threads","VLDB"
"0","1997","Secure Transaction Processing in Firm Real-Time Database Systems","SIGMOD Conference"
"0","1995","Flexible Relations - Operational Support of Variant Relational Structures","VLDB"
"0","1996","Mariposa: A Wide-Area Distributed Database System","VLDB J."
"0","2002","Report on the Semantic Web Workshop at WWW 2002","SIGMOD Record"
"0","1994","Overview of the Special Section on Temporal Database Infrastructure","SIGMOD Record"
"0","2003","Path Queries on Compressed XML","VLDB"
"0","1999","A Comparison of Selectivity Estimators for Range Queries on Metric Attributes","SIGMOD Conference"
"0","1996","The Dangers of Replication and a Solution","SIGMOD Conference"
"0","1995","The Query By Image Content (QBIC) System","SIGMOD Conference"
"0","2003","Distributed deviation detection in sensor networks","SIGMOD Record"
"0","1995","Response to A Close Look at the IFO Data Model","SIGMOD Record"
"0","1996","Query Decomposition and View Maintenance for Query Languages for Unstructured Data","VLDB"
"0","2001","Et tu, XML? The downfall of the relational empire (abstract)","VLDB"
"0","1998","Scalable Sweeping-Based Spatial Join","VLDB"
"0","1998","Algorithms for Mining Association Rules for Binary Segmentations of Huge Categorical Databases","VLDB"
"0","2002","Selectivity estimation for spatio-temporal queries to moving objects","SIGMOD Conference"
"0","2001","Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries","VLDB"
"0","1996","Incremental data Structures and Algorithms for Dynamic Query Interfaces","SIGMOD Record"
"0","1997","The SR-tree: An Index Structure for High-Dimensional Nearest Neighbor Queries","SIGMOD Conference"
"0","1994","SEQUOIA 2000 Metadata Schema for Satellite Images","SIGMOD Record"
"0","2002","Archiving scientific data","SIGMOD Conference"
"0","2003","Extracting Structured Data from Web Pages","SIGMOD Conference"
"0","1997","A Consumer Viewpoint on Mediator Languages - a Proposal for a Standard","SIGMOD Record"
"0","2001","A Data Warehousing Architecture for Enabling Service Provisioning Process","VLDB"
"0","1995","QBI: Query By Icons","SIGMOD Conference"
"0","2001","Crawling the Hidden Web","VLDB"
"0","2003","Peer-to-peer: harnessing the power of disruptive technologies","SIGMOD Record"
"0","2001","A graph-theoretic model for optimizing queries involving methods","VLDB J."
"0","1994","A TSQL2 Tutorial","SIGMOD Record"
"0","1997","Dynamic Itemset Counting and Implication Rules for Market Basket Data","SIGMOD Conference"
"0","1998","Unbundling Active Functionality","SIGMOD Record"
"0","2003","Checks and Balances: Monitoring Data Quality Problems in Network Traffic Databases","VLDB"
"0","1998","The Cubetree Storage Organization","VLDB"
"0","1995","Multigranularity Locking in Multiple Job Classes Transaction Processing System","SIGMOD Record"
"0","2001","A Robust, Optimization-Based Approach for Approximate Answering of Aggregate Queries","SIGMOD Conference"
"0","2002","Optimizing the Secure Evaluation of Twig Queries","VLDB"
"0","1996","Illustra's Web DataBlade Module","SIGMOD Record"
"0","1994","Sequence Query Processing","SIGMOD Conference"
"0","1997","Innovation in Database Management: Computer Science vs. Engineering","VLDB"
"0","1995","OODB Indexing by Class-Division","SIGMOD Conference"
"0","2000","Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk)","VLDB"
"0","2000","An Optimisation Scheme for Coalesce/Valid Time Selection Operator Sequences","SIGMOD Record"
"0","2000","Automated Selection of Materialized Views and Indexes in SQL Databases","VLDB"
"0","2001","Efficient Management of Multiversion Documents by Object Referencing","VLDB"
"0","2001","Efficient Index Structures for String Databases","VLDB"
"0","1996","Data Mining Techniques","SIGMOD Conference"
"0","1997","Extraction of Object-Oriented Structures from Existing Relational Databases","SIGMOD Record"
"0","2002","Multi-Dimensional Regression Analysis of Time-Series Data Streams","VLDB"
"0","2000","Proceedings of the 2000 ACM SIGMOD International Conference on Management of Data, May 16-18, 2000, Dallas, Texas, USA","SIGMOD Conference"
"0","1996","Dynamic Information Visualization","SIGMOD Record"
"0","2003","Grid Data Management Systems & Services","VLDB"
"0","2000","Comparative Analysis of Six XML Schema Languages","SIGMOD Record"
"0","1994","GraphDB: Modeling and Querying Graphs in Databases","VLDB"
"0","1997","The Five-Minute Rule Ten Years Later, and Other Computer Storage Rules of Thumb","SIGMOD Record"
"0","2001","Cache Fusion: Extending Shared-Disk Clusters with Shared Caches","VLDB"
"0","1997","WWW-UDK: A Web-based Environmental Meta-Information System","SIGMOD Record"
"0","2003","On the computation of relational view complements","ACM Trans. Database Syst."
"0","2002","Database indexing for large DNA and protein sequence collections","VLDB J."
"0","2003","MARS: A System for Publishing XML from Mixed and Redundant Storage","VLDB"
"0","1997","Incremental Organization for Data Recording and Warehousing","VLDB"
"0","2003","Understanding the semantics of sensor data","SIGMOD Record"
"0","2003","Power efficient data gathering and aggregation in wireless sensor networks","SIGMOD Record"
"0","2003","Treasurer's Message","SIGMOD Record"
"0","1994","Multi-Step Processing of Spatial Joins","SIGMOD Conference"
"0","2001","Combining multi-visual features for efficient indexing in a large image database","VLDB J."
"0","1996","Lifestreams: A Storage Model for Personal Data","SIGMOD Record"
"0","2003","Computing complete answers to queries in the presence of limited access patterns","VLDB J."
"0","2002","Report on the Web Dynamics Workshop at WWW 2002","SIGMOD Record"
"0","1994","DBLearn: A System Prototype for Knowledge Discovery in Relational Databases","SIGMOD Conference"
"0","1998","Information Gathering in the World-Wide Web: The W3QL Query Language and the W3QS System","ACM Trans. Database Syst."
"0","2002","Advanced Database Technologies in a Diabetic Healthcare System","VLDB"
"0","2000","Counting, Enumerating, and Sampling of Execution Plans in a Cost-Based Query Optimizer","SIGMOD Conference"
"0","1995","Parallel Evaluation of Multi-Join Queries","SIGMOD Conference"
"0","2000","Data Mining on an OLTP System (Nearly) for Free","SIGMOD Conference"
"0","2003","A Platform Based on the Multi-dimensional Data Model for Analysis of Bio-Molecular Structures","VLDB"
"0","1999","An Overview and Classification of Mediated Query Systems","SIGMOD Record"
"0","2000","Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces","VLDB"
"0","2002","Supporting Global User Profiles Through Trusted Authorities","SIGMOD Record"
"0","1996","MQSeries and CICS Link for Lotus Notes","SIGMOD Record"
"0","2001","The Propel Distributed Services Platform","VLDB"
"0","1999","Cost Estimation of User-Defined Methods in Object-Relational Database Systems","SIGMOD Record"
"0","1998","Safe Query Languages for Constraint Databases","ACM Trans. Database Syst."
"0","2003","Gigascope: A Stream Database for Network Applications","SIGMOD Conference"
"0","2003","From Focused Crawling to Expert Information: an Application Framework for Web Exploration and Portal Generation","VLDB"
"0","1998","Optimizing Relational Queries in Connection Hypergraphs: Nested Queries, Views, and Binding Propagations","VLDB J."
"0","1998","Cost Based Query Scrambling for Initial Delays","SIGMOD Conference"
"0","1998","Performance Measurements of Tertiary Storage Devices","VLDB"
"0","2003","A System for Keyword Proximity Search on XML Databases","VLDB"
"0","2001","RoadRunner: Towards Automatic Data Extraction from Large Web Sites","VLDB"
"0","2002","From Ternary Relationship to Relational Tables: A Case Against Common Beliefs","SIGMOD Record"
"0","2001","SPARTAN: A Model-Based Semantic Compression System for Massive Data Tables","SIGMOD Conference"
"0","1994","Data Replication for Mobile Computers","SIGMOD Conference"
"0","2000","Benchmarking Queries over Trees: Learning the Hard Truth the Hard Way","SIGMOD Conference"
"0","2002","Workflow management with service quality guarantees","SIGMOD Conference"
"0","2001","The Long-Term Preservation of Authentic Electronic Records","VLDB"
"0","1995","Keynote Address","SIGMOD Conference"
"0","1995","From VLDB to VMLDB (Very MANY Large Data Bases): Dealing with Large-Scale Semantic Heterogenity","VLDB"
"0","2003","TelegraphCQ: Continuous Dataflow Processing","SIGMOD Conference"
"0","2000","The TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP Hierarchies","VLDB"
"0","2003","Temporal Slicing in the Evaluation of XML Queries","VLDB"
"0","1998","Database Techniques for the World-Wide Web: A Survey","SIGMOD Record"
"0","2000","Focused Crawling Using Context Graphs","VLDB"
