"year","title","venue","authors"
"0","OPT++ : an object-oriented implementation for extensible database query optimization","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Navin Kabra, David J. DeWitt"
"0","Constant time permutation: an efficient block allocation strategy for variable-bit-rate continuous media data","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Yueh-Min Huang, Jen-Wen Ding, Shiao-Li Tsao"
"0","The intrinsic problems of structural heterogeneity and an approach to their solution","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Theo H&#228;rder, G&#252;nter Sauter, Joachim Thomas"
"0","Fast joins using join indices","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Zhe Li, Kenneth A. Ross"
"0","Efficient support for interactive service in multi-resolution VOD systems","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Kelvin K. W. Law, John C. S. Lui, Leana Golubchik"
"0","Semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Goksel Aslan, Dennis McLeod"
"0","MIL primitives for querying a fragmented world","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Peter A. Boncz, Martin L. Kersten"
"0","Deadlock detection in distributed database systems: a new algorithm and a comparative performance analysis","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Natalija Krivokapi&#263;, Alfons Kemper, Ehud Gudes"
"0","Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Changzhou Wang, X. Sean Wang"
"0","A graph-theoretic model for optimizing queries involving methods","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Chiang Lee, Chi-Sheng Shih, Yaw-Huei Chen"
"0","HMAP- A temporal data model managing intervals with different granularities and indeterminacy from natural language sentences","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Carlo Combi, Giuseppe Pozzi"
"0","Supporting efficient multimedia database exploration","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Wen-Syan Li, K.Sel&#231;uk Candan, Kyoji Hirata, Yoshinori Hara"
"0","Progressive evaluation of nested aggregate queries","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Kian-Lee Tan, Cheng Hian Goh, Beng Chin Ooi"
"0","Combining multi-visual features for efficient indexing in a large image database","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Anne H. H. Ngu, Quan Z. Sheng, Du Q. Huynh, Ron Lei"
"0","Optimizing database architecture for the new bottleneck: memory access","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Stefan Manegold, Peter A. Boncz, Martin L. Kersten"
"0","Online dynamic reordering","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Vijayshankar Raman, Bhaskaran Raman, Joseph M. Hellerstein"
"0","Exploiting early sorting and early partitioning for decision support query processing","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","J. Claussen, A. Kemper, D. Kossmann, C. Wiesner"
"0","One-dimensional and multi-dimensional substring selectivity estimation","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","H. V. Jagadish, Olga Kapitskaia, Raymond T. Ng, Divesh Srivastava"
"0","Guest editorial","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Malcolm P. Atkinson"
"0","Context-based prefetch - an optimization for implementing objects on relations","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Philip A. Bernstein, Shankar Pal, David Shutt"
"0","View management in multimedia databases","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","K. Sel&#231;uk Candan, Eric Lemar, V. S. Subrahmanian"
"0","Dynamic vp-tree indexing for n-nearest neighbor search given pair-wise distances","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Ada Wai-chee Fu, Polly Mei-shuen Chan, Yin-Ling Cheung, Yiu Sang Moon"
"0","UnQL: a query language and algebra for semistructured data based on structural recursion","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Peter Buneman, Mary Fernandez, Dan Suciu"
"0","Checking the temporal integrity of interactive multimedia documents","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","I. Mirbel, B. Pernici, T. Sellis, S. Tserkezoglou, M. Vazirgiannis"
"0","Declarative specification of Web sites with S","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Mary Fern&#225;ndez, Daniela Florescu, Alon Levy, Dan Suciu"
"0","Analysis of navigation behaviour in web sites integrating multiple information systems","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Bettina Berendt, Myra Spiliopoulou"
"0","Mining Multi-Dimensional Constrained Gradients in Data Cubes","Very Large Data Bases","Guozhu Dong, Jiawei Han, Joyce M. W. Lam, Jian Pei, Ke Wang"
"0","Storage and Querying of E-Commerce Data","Very Large Data Bases","Rakesh Agrawal, Amit Somani, Yirong Xu"
"0","Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries","Very Large Data Bases","Anna C. Gilbert, Yannis Kotidis, S. Muthukrishnan, Martin Strauss"
"0","Data Staging for On-Demand Broadcast","Very Large Data Bases","Demet Aksoy, Michael J. Franklin, Stanley B. Zdonik"
"0","Data Management for Pervasive Computing","Very Large Data Bases","Mitch Cherniack, Michael J. Franklin, Stanley B. Zdonik"
"0","Flexible and scalable digital library search","Very Large Data Bases","Henk Ernst Blok, Menzo Windhouwer, Roelof van Zwol, Milan Petkovic, Peter M. G. Apers, Martin L. Kersten, Willem Jonker"
"0","Indexing the Distance: An Efficient Method to KNN Processing","Very Large Data Bases","Cui Yu, Beng Chin Ooi, Kian-Lee Tan, H. V. Jagadish"
"0","An Extendible Hash for Multi-Precision Similarity Querying of Image Databases","Very Large Data Bases","Shu Lin, M. Tamer &#214;zsu, Vincent Oria, Raymond T. Ng"
"0","Collaborative Analytical Processing - Dream or Reality? (Panel abstract)","Very Large Data Bases","William O'Connell, Andrew Witkowski, Goetz Graefe"
"0","A Data Warehousing Architecture for Enabling Service Provisioning Process","Very Large Data Bases","Yannis Kotidis"
"0","Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista","Very Large Data Bases","Craig J. Bunker, Latha S. Colby, Richard L. Cole, William J. McKenna, Gopal Mulagund, David Wilhite"
"0","Self-similarity in the Web","Very Large Data Bases","Stephen Dill, Ravi Kumar, Kevin S. McCurley, Sridhar Rajagopalan, D. Sivakumar, Andrew Tomkins"
"0","Supervised Wrapper Generation with Lixto","Very Large Data Bases","Robert Baumgartner, Sergio Flesca, Georg Gottlob"
"0","Dynamic Pipeline Scheduling for Improving Interactive Query Performance","Very Large Data Bases","Tolga Urhan, Michael J. Franklin"
"0","Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based Approach","Very Large Data Bases","Atsuyuki Morishima, Seiichi Koizumi, Hiroyuki Kitagawa, Satoshi Takano"
"0","The WorlInfo Assistant: Spatio-Temporal Information Integration on the Web","Very Large Data Bases","Jos&#233; Luis Ambite, Craig A. Knoblock, Mohammad R. Kolahdouzan, Maria Muslea, Cyrus Shahabi, Snehal Thakkar"
"0","Views in a Large Scale XML Repository","Very Large Data Bases","Sophie Cluet, Pierangelo Veltri, Dan Vodislav"
"0","Automated resolution of semantic heterogeneity in multidatabases","ACM Transactions on Database Systems (TODS)","M. W. Bright, A. R. Hurson, S. Pakzad"
"0","Comparing Hybrid Peer-to-Peer Systems","Very Large Data Bases","Beverly Yang, Hector Garcia-Molina"
"0","Using semantic values to facilitate interoperability among heterogeneous information systems","ACM Transactions on Database Systems (TODS)","Edward Sciore, Michael Siegel, Arnon Rosenthal"
"0","Improving Business Process Quality through Exception Understanding, Prediction, and Prevention","Very Large Data Bases","Daniela Grigori, Fabio Casati, Umeshwar Dayal, Ming-Chien Shan"
"0","On completeness of historical relational query languages","ACM Transactions on Database Systems (TODS)","James Clifford, Albert Croker, Alexander Tuzhilin"
"0","Generic Schema Matching with Cupid","Very Large Data Bases","Jayant Madhavan, Philip A. Bernstein, Erhard Rahm"
"0","Tools and transformations-rigorous and otherwise-for practical database design","ACM Transactions on Database Systems (TODS)","Arnon Rosenthal, David Reiner"
"0","An Evaluation of Generic Bulk Loading Techniques","Very Large Data Bases","Jochen Van den Bercken, Bernhard Seeger"
"0","In memory of Bob Kooi (1951-1993)","ACM SIGMOD Record","Michael Stonebraker"
"0","Fast Evaluation Techniques for Complex Similarity Queries","Very Large Data Bases","Klemens B&#246;hm, Michael Mlivoncic, Hans-J&#246;rg Schek, Roger Weber"
"0","Observations on the ODMG-93 proposal for an object-oriented database language","ACM SIGMOD Record","Won Kim"
"0","Visual Web Information Extraction with Lixto","Very Large Data Bases","Robert Baumgartner, Sergio Flesca, Georg Gottlob"
"0","Amalgamating knowledge bases","ACM Transactions on Database Systems (TODS)","V. S. Subrahmanian"
"0","WebFilter: A High-throughput XML-based Publish and Subscribe System","Very Large Data Bases","Jo&#227;o Pereira, Fran&#231;oise Fabret, Hans-Arno Jacobsen, Fran&#231;ois Llirbat, Dennis Shasha"
"0","Index structures for selective dissemination of information under the Boolean model","ACM Transactions on Database Systems (TODS)","Tak W. Yan, H&#233;ctor Garc&#237;a-Molina"
"0","Ontology-based Support for Digital Government","Very Large Data Bases","Athman Bouguettaya, Ahmed K. Elmagarmid, Brahim Medjahed, M. Ouzzani"
"0","A Fast Index for Semistructured Data","Very Large Data Bases","Brian Cooper, Neal Sample, Michael J. Franklin, Gisli R. Hjaltason, Moshe Shadmon"
"0","The Propel Distributed Services Platform","Very Large Data Bases","Michael J. Carey, Steve Kirsch, Mary Roth, Bert Van der Linden, Nicolas Adiba, Michael Blow, Daniela Florescu, David Li, Ivan Oprencak, Rajendra Panwar, Runping Qi, David Rieber, John C. Shafer, Brian Sterling, Tolga Urhan, Brian Vickery, Dan Wineman, Kuan Yee"
"0","Approximate String Joins in a Database (Almost) for Free","Very Large Data Bases","Luis Gravano, Panagiotis G. Ipeirotis, H. V. Jagadish, Nick Koudas, S. Muthukrishnan, Divesh Srivastava"
"0","Change-Centric Management of Versions in an XML Warehouse","Very Large Data Bases","Am&#233;lie Marian, Serge Abiteboul, Gregory Cobena, Laurent Mignet"
"0","A taxonomy for secure object-oriented databases","ACM Transactions on Database Systems (TODS)","Martin S. Olivier, Sebastiaan H. von Solms"
"0","VXMLR: A Visual XML-Relational Database System","Very Large Data Bases","Aoying Zhou, Hongjun Lu, Shihui Zheng, Yuqi Liang, Long Zhang, Wenyun Ji, Zengping Tian"
"0","A modified random perturbation method for database security","ACM Transactions on Database Systems (TODS)","Patrick Tendick, Norman Matloff"
"0","Querying XML Views of Relational Data","Very Large Data Bases","Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John Funderburk"
"0","Hyperqueries: Dynamic Distributed Query Processing on the Internet","Very Large Data Bases","Alfons Kemper, Christian Wiesner"
"0","Altruistic locking","ACM Transactions on Database Systems (TODS)","Kenneth Salem, H&#233;ctor Garc&#237;a-Molina, Jeannie Shands"
"0","WARLOCK: A Data Allocation Tool for Parallel Warehouses","Very Large Data Bases","Thomas St&#246;hr, Erhard Rahm"
"0","Discovery of Influence Sets in Frequently Updated Databases","Very Large Data Bases","Ioana Stanoi, Mirek Riedewald, Divyakant Agrawal, Amr El Abbadi"
"0","Operating System Extensions for the Teradata Parallel VLDB","Very Large Data Bases","John Catozzi, Sorana Rabinovici"
"0","Query Engines for Web-Accessible XML Data","Very Large Data Bases","Leonidas Fegaras, Ramez Elmasri"
"0","Warehousing Workflow Data: Challenges and Opportunities","Very Large Data Bases","Angela Bonifati, Fabio Casati, Umeshwar Dayal, Ming-Chien Shan"
"0","Business Process Coordination: State of the Art, Trends, and Open Issues","Very Large Data Bases","Umeshwar Dayal, Meichun Hsu, Rivka Ladin"
"0","Analyzing Quantitative Databases: Image is Everything","Very Large Data Bases","Amihood Amir, Reuven Kashi, Nathan S. Netanyahu"
"0","Tavant System Architecture for Sell-side Channel Management","Very Large Data Bases","Srinivasa Narayanan, Subbu N. Subramanian"
"0","Efficient Progressive Skyline Computation","Very Large Data Bases","Kian-Lee Tan, Pin-Kwang Eng, Beng Chin Ooi"
"0","A Formal Perspective on the View Selection Problem","Very Large Data Bases","Rada Chirkova, Alon Y. Halevy, Dan Suciu"
"0","Online Scaling in a Highly Available Database","Very Large Data Bases","Svein Erik Bratsberg, Rune Humborstad"
"0","Dynamic Update Cube for Range-sum Queries","Very Large Data Bases","Seok-Ju Chun, Chin-Wan Chung, Ju-Hong Lee, Seok-Lyong Lee"
"0","Functional Properties of Information Filtering","Very Large Data Bases","Rie Sawai, Masahiko Tsukamoto, Yin-Huei Loh, Tsutomu Terada, Shojiro Nishio"
"0","LEO - DB2's LEarning Optimizer","Very Large Data Bases","Michael Stillger, Guy M. Lohman, Volker Markl, Mokhtar Kandil"
"0","Storage Service Providers: a Solution for Storage Management? (Panel)","Very Large Data Bases","Banu &#214;zden, Eran Gabber, Bruce Hillyer, Wee Teck Ng, Elizabeth A. M. Shriver, David J. DeWitt, Bruce Gordon, Jim Gray, John Wilkes"
"0","Distinct Sampling for Highly-Accurate Answers to Distinct Values Queries and Event Reports","Very Large Data Bases","Phillip B. Gibbons"
"0","Are Web Services the Next Revolution in e-Commerce? (Panel)","Very Large Data Bases","Shalom Tsur, Serge Abiteboul, Rakesh Agrawal, Umeshwar Dayal, Johannes Klein, Gerhard Weikum"
"0","SMOOTH - A Distributed Multimedia Database System","Very Large Data Bases","Harald Kosch, L&#225;szl&#243; B&#246;sz&#246;rm&#233;nyi, Alexander Bachlechner, Christian Hanin, Christian Hofbauer, Margit Lang, Carmen Riedler, Roland Tusch"
"0","Navigating large-scale semi-structured data in business portals","Very Large Data Bases","Man Abrol, Neil Latarche, Uma Mahadevan, Jianchang Mao, Rajat Mukherjee, Prabhakar Raghavan, Michel Tourn, John Wang, Grace Zhang"
"0","Approximate Query Processing: Taming the TeraBytes","Very Large Data Bases","Minos N. Garofalakis, Phillip B. Gibbon"
"0","User-Optimizer Communication using Abstract Plans in Sybase ASE","Very Large Data Bases","Mihnea Andrei, Patrick Valduriez"
"0","C2P: Clustering based on Closest Pairs","Very Large Data Bases","Alexandros Nanopoulos, Yannis Theodoridis, Yannis Manolopoulos"
"0","Caching Technologies for Web Applications","Very Large Data Bases","C. Mohan"
"0","Developing an Indexing Scheme for XML Document Collection using the Oracle8i Extensibility Framework","Very Large Data Bases","Seema Sundara, Ying Hu, Timothy Chorma, Nipun Agarwal, Jagannathan Srinivasan"
"0","Update Propagation Strategies for Improving the Quality of Data on the Web","Very Large Data Bases","Alexandros Labrinidis, Nick Roussopoulos"
"0","MV3R-Tree: A Spatio-Temporal Access Method for Timestamp and Interval Queries","Very Large Data Bases","Yufei Tao, Dimitris Papadias"
"0","A Comparative Study of Alternative Middle Tier Caching Solutions to Support Dynamic Web Content Acceleration","Very Large Data Bases","Anindya Datta, Kaushik Dutta, Helen M. Thomas, Debra E. VanderMeer, Krithi Ramamritham, Dan Fishman"
"0","Supporting Incremental Join Queries on Ranked Inputs","Very Large Data Bases","Apostol Natsev, Yuan-Chi Chang, John R. Smith, Chung-Sheng Li, Jeffrey Scott Vitter"
"0","Intelligent Rollups in Multidimensional OLAP Data","Very Large Data Bases","Gayatri Sathe, Sunita Sarawagi"
"0","Weaving Relations for Cache Performance","Very Large Data Bases","Anastassia Ailamaki, David J. DeWitt, Mark D. Hill, Marios Skounakis"
"0","Answering XML Queries on Heterogeneous Data Sources","Very Large Data Bases","Ioana Manolescu, Daniela Florescu, Donald Kossmann"
"0","Architectures for Internal Web Services Deployment","Very Large Data Bases","Oded Shmueli"
"0","CheeTah: a Lightweight Transaction Server for Plug-and-Play Internet Data Management","Very Large Data Bases","Guy Pardon, Gustavo Alonso"
"0","Concurrency in the Data Warehouse","Very Large Data Bases","Richard Taylor"
"0","Evolution of Groupware for Business Applications: A Database Perspective on Lotus Domino/Notes","Very Large Data Bases","C. Mohan, Ron Barber, S. Watts, A. Somani, Markos Zaharioudakis"
"0","Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)","Very Large Data Bases","Meridith A. Lane, James L. Edwards, Ebbe Nielsen"
"0","Don't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database Replication","Very Large Data Bases","Bettina Kemme, Gustavo Alonso"
"0","Focused Crawling Using Context Graphs","Very Large Data Bases","Michelangelo Diligenti, Frans Coetzee, Steve Lawrence, C. Lee Giles, Marco Gori"
"0","An Ultra Highly Available DBMS","Very Large Data Bases","Svein-Olaf Hvasshovd, Svein Erik Bratsberg, &#216;ystein Torbj&#248;rnsen"
"0","Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces","Very Large Data Bases","Kaushik Chakrabarti, Sharad Mehrotra"
"0","Hierarchical Compact Cube for Range-Max Queries","Very Large Data Bases","Sin Yeung Lee, Tok Wang Ling, Hua-Gang Li"
"0","Panel: Is Generic Metadata Management Feasible?","Very Large Data Bases","Philip A. Bernstein, Laura M. Haas, Matthias Jarke, Erhard Rahm, Gio Wiederhold"
"0","Linking Business to Deliver Value: A Data Management Challenge","Very Large Data Bases","Anand Deshpande"
"0","Building Scalable Internet Applications with Oracle8i Server","Very Large Data Bases","Julie Basu, Jos&#233; Alberto Fern&#225;ndez, Olga Peschansky"
"0","Model-Based Information Integration in a Neuroscience Mediator System","Very Large Data Bases","Bertram Lud&#228;scher, Amarnath Gupta, Maryann E. Martone"
"0","The 3W Model and Algebra for Unified Data Mining","Very Large Data Bases","Theodore Johnson, Laks V. S. Lakshmanan, Raymond T. Ng"
"0","XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents","Very Large Data Bases","Michael J. Carey, Jerry Kiernan, Jayavel Shanmugasundaram, Eugene J. Shekita, Subbu N. Subramanian"
"0","Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 1","Very Large Data Bases","Hans-J&#246;rg Schek"
"0","Optimizing Multi-Feature Queries for Image Databases","Very Large Data Bases","Ulrich G&#252;ntzer, Wolf-Tilo Balke, Werner Kie&#223;ling"
"0","Practical Applications of Triggers and Constraints: Success and Lingering Issues (10-Year Award)","Very Large Data Bases","Stefano Ceri, Roberta Cochrane, Jennifer Widom"
"0","Approximating Aggregate Queries about Web Pages via Random Walks","Very Large Data Bases","Ziv Bar-Yossef, Alexander Berg, Steve Chien, Jittat Fakcharoenphol, Dror Weitz"
"0","Optimizing Queries on Compressed Bitmaps","Very Large Data Bases","Sihem Amer-Yahia, Theodore Johnson"
"0","Work and Information Practices in the Sciences of Biodiversity","Very Large Data Bases","Geoffrey C. Bowker"
"0","Integrating the UB-Tree into a Database System Kernel","Very Large Data Bases","Frank Ramsak, Volker Markl, Robert Fenk, Martin Zirkel, Klaus Elhardt, Rudolf Bayer"
"0","Rainbow: Distributed Database System for Classroom Education and Experimental Research","Very Large Data Bases","Abdelsalam Helal, Hua Li"
"0","Telcordia's Database Reconciliation and Data Quality Analysis Tool","Very Large Data Bases","Francesco Caruso, Munir Cochinwala, Uma Ganapathy, Gail Lalk, Paolo Missier"
"0","Set Containment Joins: The Good, The Bad and The Ugly","Very Large Data Bases","Karthikeyan Ramasamy, Jignesh M. Patel, Jeffrey F. Naughton, Raghav Kaushik"
"0","What Happens During a Join? Dissecting CPU and Memory Optimization Effects","Very Large Data Bases","Stefan Manegold, Peter A. Boncz, Martin L. Kersten"
"0","Social, Educational, and Governmental Change Enabled through Information Technology","Very Large Data Bases","Krithi Ramamritham, Yeha El Atfi, Carlo Batini, Michael Eitan, Valerie Gregg, D. B. Phatak"
"0","Design and Implementation of a Genetic-Based Algorithm for Data Mining","Very Large Data Bases","Sunil Choenni"
"0","Manipulating Interpolated Data is Easier than You Thought","Very Large Data Bases","St&#233;phane Grumbach, Philippe Rigaux, Luc Segoufin"
"0","Temporal Queries in OLAP","Very Large Data Bases","Alberto O. Mendelzon, Alejandro A. Vaisman"
"0","Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data","Very Large Data Bases","Chris Olston, Jennifer Widom"
"0","Oracle8i Index-Organized Table and Its Application to New Domains","Very Large Data Bases","Jagannathan Srinivasan, Souripriya Das, Chuck Freiwald, Eugene Inseok Chong, Mahesh Jagannath, Aravind Yalamanchi, Ramkumar Krishnan, Anh-Tuan Tran, Samuel DeFazio, Jayanta Banerjee"
"0","Hypothetical Queries in an OLAP Environment","Very Large Data Bases","Andrey Balmin, Thanos Papadimitriou, Yannis Papakonstantinou"
"0","Biodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community","Very Large Data Bases","Gladys A. Cotter, Barbara T. Bauldock"
"0","Demonstration: Enabling Scalable Online Personalization on the Web","Very Large Data Bases","Kaushik Dutta, Anindya Datta, Debra E. VanderMeer, Krithi Ramamritham, Helen M. Thomas"
"0","ICICLES: Self-Tuning Samples for Approximate Query Answering","Very Large Data Bases","Venkatesh Ganti, Mong-Li Lee, Raghu Ramakrishnan"
"0","E.piphany Epicenter Technology Overview","Very Large Data Bases","Sridhar Ramaswamy"
"0","Dynamic Maintenance of Wavelet-Based Histograms","Very Large Data Bases","Yossi Matias, Jeffrey Scott Vitter, Min Wang"
"0","Information Integration: The MOMIS Project Demonstration","Very Large Data Bases","Domenico Beneventano, Sonia Bergamaschi, Silvana Castano, Alberto Corni, R. Guidetti, G. Malvezzi, Michele Melchiori, Maurizio Vincini"
"0","Computing Geographical Scopes of Web Resources","Very Large Data Bases","Junyan Ding, Luis Gravano, Narayanan Shivakumar"
"0","Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation","Very Large Data Bases","Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura"
"0","AgFlow: Agent-based Cross-Enterprise Workflow Management System","Very Large Data Bases","Liangzhao Zeng, Boualem Benatallah, Phuong Nguyen, Anne H. H. Ngu"
"0","FeedbackBypass: A New Approach to Interactive Similarity Query Processing","Very Large Data Bases","Ilaria Bartolini, Paolo Ciaccia, Florian Waas"
"0","Crawling the Hidden Web","Very Large Data Bases","Sriram Raghavan, Hector Garcia-Molina"
"0","Caching Strategies for Data-Intensive Web Sites","Very Large Data Bases","Khaled Yagoub, Daniela Florescu, Val&#233;rie Issarny, Patrick Valduriez"
"0","Novel Approaches in Query Processing for Moving Object Trajectories","Very Large Data Bases","Dieter Pfoser, Christian S. Jensen, Yannis Theodoridis"
"0","Approximate Query Translation Across Heterogeneous Information Sources","Very Large Data Bases","Kevin Chen-Chuan Chang, Hector Garcia-Molina"
"0","The BT-tree: A Branched and Temporal Access Method","Very Large Data Bases","Linan Jiang, Betty Salzberg, David B. Lomet, Manuel Barrena Garc&#237;a"
"0","A Prototype Content-Based Retrieval System that Uses Virtual Images to Save Space","Very Large Data Bases","Leonard Brown, Le Gruenwald"
"0","Et tu, XML? The downfall of the relational empire (abstract)","Very Large Data Bases","Philip Wadler"
"0","Estimating the Selectivity of XML Path Expressions for Internet Scale Applications","Very Large Data Bases","Ashraf Aboulnaga, Alaa R. Alameldeen, Jeffrey F. Naughton"
"0","Indexing and Querying XML Data for Regular Path Expressions","Very Large Data Bases","Quanzhong Li, Bongki Moon"
"0","Transaction Timestamping in (Temporal) Databases","Very Large Data Bases","Christian S. Jensen, David B. Lomet"
"0","Efficient Index Structures for String Databases","Very Large Data Bases","Tamer Kahveci, Ambuj K. Singh"
"0","Lineage Tracing for General Data Warehouse Transformations","Very Large Data Bases","Yingwei Cui, Jennifer Widom"
"0","A Database Index to Large Biological Sequences","Very Large Data Bases","Ela Hunt, Malcolm P. Atkinson, Robert W. Irving"
"0","Declarative Data Cleaning: Language, Model, and Algorithms","Very Large Data Bases","Helena Galhardas, Daniela Florescu, Dennis Shasha, Eric Simon, Cristian-Augustin Saita"
"0","A Sequential Pattern Query Language for Supporting Instant Data Mining for e-Services","Very Large Data Bases","Reza Sadri, Carlo Zaniolo, Amir M. Zarkesh, Jafar Adibi"
"0","Storage and Retrieval of XML Data Using Relational Databases","Very Large Data Bases","Surajit Chaudhuri, Kyuseok Shim"
"0","Potter's Wheel: An Interactive Data Cleaning System","Very Large Data Bases","Vijayshankar Raman, Joseph M. Hellerstein"
"0","LoPiX: A System for XML Data Integration and Manipulation","Very Large Data Bases","Wolfgang May"
"0","SIT-IN: a Real-Life Spatio-Temporal Information System","Very Large Data Bases","Giuseppe Sindoni, Leonardo Tininini, Amedea Ambrosetti, Cristina Bedeschi, Stefano De Francisci, Orietta Gargano, Rossella Molinaro, Mario Paolucci, Paola Patteri, Pina Ticca"
"0","Cache Portal: Technology for Accelerating Database-driven e-commerce Web Sites","Very Large Data Bases","Wen-Syan Li, K. Sel&#231;uk Candan, Wang-Pin Hsiung, Oliver Po, Divyakant Agrawal, Qiong Luo, Wei-Kuang Waine Huang, Yusuf Akca, Cemal Yilmaz"
"0","Form-Based Proxy Caching for Database-Backed Web Sites","Very Large Data Bases","Qiong Luo, Jeffrey F. Naughton"
"0","NAOS - Efficient and Modular Reactive Capabilities in an Object-Oriented Database System","Very Large Data Bases","Christine Collet, Thierry Coupaye, T. Svensen"
"0","Relating Distributed Objects","Very Large Data Bases","Bruce E. Martin, R. G. G. Cattell"
"0","Hilbert R-tree: An Improved R-tree using Fractals","Very Large Data Bases","Ibrahim Kamel, Christos Faloutsos"
"0","An Algebraic Approach to Rule Analysis in Expert Database Systems","Very Large Data Bases","Elena Baralis, Jennifer Widom"
"0","Declustering Databases on Heterogeneous Disk Systems","Very Large Data Bases","Ling Tony Chen, Doron Rotem, Sidhar Seshadri"
"0","Improving Performance in Replicated Databases through Relaxed Coherency","Very Large Data Bases","Rainer Gallersd&#246;rfer, Matthias Nicola"
"0","Towards Automated Performance Tuning for Complex Workloads","Very Large Data Bases","Kurt P. Brown, Manish Mehta, Michael J. Carey, Miron Livny"
"0","Near Neighbor Search in Large Metric Spaces","Very Large Data Bases","Sergey Brin"
"0","The hcC-tree: An Efficient Index Structure for Object Oriented Databases","Very Large Data Bases","B. Sreenath, S. Seshadri"
"0","2Q: A Low Overhead High Performance Buffer Management Replacement Algorithm","Very Large Data Bases","Theodore Johnson, Dennis Shasha"
"0","User Interfaces; Who Cares?","Very Large Data Bases","Stefano Spaccapietra"
"0","Composite Events for Active Databases: Semantics, Contexts and Detection","Very Large Data Bases","Sharma Chakravarthy, V. Krishnaprasad, Eman Anwar, S.-K. Kim"
"0","PC Database Systems - Present and Future","Very Large Data Bases","Philip A. Bernstein"
"0","Dali: A High Performance Main Memory Storage Manager","Very Large Data Bases","H. V. Jagadish, Daniel F. Lieuwen, Rajeev Rastogi, Abraham Silberschatz, S. Sudarshan"
"0","Materialization: A Powerful and Ubiquitous Abstraction Pattern","Very Large Data Bases","Alain Pirotte, Esteban Zim&#225;nyi, David Massart, Tatiana Yakusheva"
"0","Scientific Databases - State of the Art and Future Directions","Very Large Data Bases","Maria Zemankova, Yannis E. Ioannidis"
"0","Towards a Cooperative Transaction Model - The Cooperative Activity Model","Very Large Data Bases","Marek Rusinkiewicz, Wolfgang Klas, Thomas Tesch, J&#252;rgen W&#228;sch, Peter Muth"
"0","A Product Specification Database for Visual Prototyping","Very Large Data Bases","Kazutoshi Sumiya, Kouichi Yasutake, Hirohiko Tanaka, Norio Sanada, Yoshihiko Imai"
"0","Managing a DB2 Parallel Edition Database","Very Large Data Bases","Gilles Fecteau"
"0","The Fittest Survives: An Adaptive Approach to Query Optimization","Very Large Data Bases","Hongjun Lu, Kian-Lee Tan, Son Dao"
"0","Similarity based Retrieval of Pictures Using Indices on Spatial Relationships","Very Large Data Bases","A. Prasad Sistla, Clement T. Yu, Chengwen Liu, King Liu"
"0","Generalized Search Trees for Database Systems","Very Large Data Bases","Joseph M. Hellerstein, Jeffrey F. Naughton, Avi Pfeffer"
"0","A Scalable Architecture for Autonomous Heterogeneous Database Interactions","Very Large Data Bases","Steven Milliner, Athman Bouguettaya, Mike P. Papazoglou"
